Function Name,Parameters,Source File,Line Number
AchievementCategoryTemplateMixin:Init,elementData,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,479
AchievementCategoryTemplateMixin:UpdateSelectionState,selected,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,532
AchievementCategoryTemplateButtonMixin:OnEnter,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,542
AchievementCategoryTemplateButtonMixin:OnLeave,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,548
AchievementFrameCategories_ExpandToCategory,category,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,564
AchievementFrameCategories_SelectElementData,"elementData, ignoreCollapse",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,578
AchievementFrameCategories_OnCategoryClicked,button,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,642
AchievementFrameCategories_OnShow,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,646
AchievementFrameCategories_SelectDefaultElementData,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,651
AchievementFrameCategories_UpdateDataProvider,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,662
AchievementFrameCategory_StatusBarTooltip,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,673
AchievementFrameCategory_FeatOfStrengthTooltip,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,681
AchievementFrameCategories_UpdateTooltip,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,688
AchievementFrameCategories_OnCategoryChanged,category,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,696
AchievementFrameAchievements_OnHide,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,755
AchievementFrameComparison_UpdateStatusBars,id,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,762
AchievementResetter,button,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,788
AchievementInitializer,"button, elementData",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,803
AchievementFrameAchievements_GetSelectedElementData,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,828
AchievementFrameAchievements_GetSelectedAchievementId,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,832
AchievementFrameAchievements_OnAchievementEarned,achievementId,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,837
AchievementFrameAchievements_OnCriteriaUpdate,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,849
AchievementFrameAchievements_UpdateTrackedAchievements,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,859
AchievementFrameAchievements_UpdateDataProvider,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,902
AchievementFrameAchievements_ForceUpdate,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,928
AchievementIcon_Desaturate,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,939
AchievementIcon_Saturate,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,945
AchievementShield_OnLoad,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,966
AchievementTemplateMixin:OnLoad,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,983
AchievementTemplateMixin:ProcessClick,"buttonName, down",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1002
AchievementTemplateMixin:OnClick,"buttonName, down",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1031
AchievementTemplateMixin:OnEnter,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1035
AchievementTemplateMixin:OnLeave,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1040
AchievementTemplateMixin:UpdatePlusMinusTexture,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1047
AchievementTemplateMixin:SetSelected,selected,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1078
AchievementTemplateMixin:IsSelected,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1084
AchievementTemplateMixin:GetObjectiveFrame,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1088
AchievementTemplateMixin:Init,elementData,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1095
AchievementTemplateMixin:Collapse,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1245
AchievementTemplateMixin:Expand,height,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1269
AchievementTemplateMixin:Saturate,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1296
AchievementTemplateMixin:Desaturate,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1329
AchievementTemplateMixin.CalculateSelectedHeight,elementData,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1359
AchievementTemplateMixin:DisplayObjectives,"id, completed",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1478
AchievementTemplateMixin:ToggleTracking,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1517
AchievementTemplateMixin:SetAsTracked,"tracked, noSound",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1546
AchievementTemplateMixin:OnCheckClicked,"o, buttonName, down",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1558
AchievementTemplateMixin:OnShieldClicked,"o, buttonName, down",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1562
AchivementButtonCheckMixin:ApplyChecked,"checked, noSound",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1568
AchivementButtonCheckMixin:OnEnter,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1579
AchivementButtonCheckMixin:OnLeave,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1588
AchievementShield_SetPoints,"points, pointString, normalFont, smallFont",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1592
AchievementButton_ResetTable,t,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1605
AchievementButton_GetProgressivePoints,achievementID,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1679
AchievementFrame_GetCategoryNumAchievements_All,categoryID,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1766
AchievementFrame_GetCategoryNumAchievements_Complete,categoryID,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1771
AchievementFrame_GetCategoryNumAchievements_Incomplete,categoryID,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1776
AchievementFrame_SetFilter,value,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1789
AddExtraCriteriaRow,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,1809
AchievementStatTemplateMixin:OnLoad,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2064
AchievementStatTemplateMixin:OnClick,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2069
AchievementStatTemplateMixin:OnEnter,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2076
AchievementStatTemplateMixin:OnLeave,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2083
AchievementStatTemplateMixin:Init,elementData,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2087
AchievementFrameStats_OnEvent,"self, event, ...",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2151
AchievementFrameStats_OnLoad,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2157
AchievementFrameStats_OnShow,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2167
AchievementFrameStats_OnHide,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2171
AchievementFrameStats_UpdateDataProvider,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2175
AchievementFrameSummary_UpdateSummaryProgressBars,categories,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2238
AchievementFrameSummary_Refresh,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2253
AchievementFrameSummaryAchievement_OnClick,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2429
AchievementFrameSummaryAchievement_OnEnter,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2459
AchievementFrameSummaryCategoryButton_OnClick,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2469
AchievementFrame_GetCategoryTotalNumAchievements,"id, showAll",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2479
AchievementFrameSummaryCategory_OnEvent,"self, event, ...",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2498
AchievementFrameSummaryCategory_OnShow,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2502
AchievementFrameSummaryCategory_OnHide,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2511
AchievementMetaCriteriaMixin:OnClick,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2517
AchievementMetaCriteriaMixin:OnEnter,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2521
AchievementMetaCriteriaMixin:OnLeave,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2530
AchievementFrame_UpdateAndSelectCategory,category,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2535
AchievementFrame_SelectAndScrollToAchievementId,"scrollBox, achievementId",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2586
AchievementFrame_ViewStatisticByAchievementID,achievementID,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2601
AchievementComparisonTemplateMixin:OnLoad,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2619
AchievementComparisonTemplateMixin:Init,elementData,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2623
AchievementFrameComparison_ForceUpdate,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2781
AchievementFrameComparison_UpdateDataProvider,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2789
AchievementFrameComparison_UpdateStatsDataProvider,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2803
AchivementComparisonStatMixin:Init,elementData,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2845
AchievementFrame_IsComparison,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3058
AchievementFrame_FindDisplayedAchievement,baseAchievementID,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3168
AchievementFrame_HideSearchPreview,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3199
AchievementFrame_UpdateSearchPreview,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3212
AchievementFrameSearchBox_OnUpdate,"self, elapsed",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3228
AchievementFrameSearchProgressBar_OnUpdate,"self, elapsed",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3265
AchievementFrame_ShowSearchPreviewResults,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3279
AchievementFrameSearchBox_OnTextChanged,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3324
AchievementFullSearchResultsButtonMixin:Init,elementData,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3341
AchievementFrameSearchBoxContainer_OnLoad,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3368
AchievementFrameSearchBox_OnLoad,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3377
HasStickyFocus,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3379
AchievementFrameSearchBox_OnShow,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3385
AchievementFrameSearchBox_OnEnterPressed,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3392
AchievementFrameSearchBox_OnFocusLost,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3411
AchievementFrameSearchBox_OnFocusGained,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3416
AchievementFrameSearchBox_OnKeyDown,"self, key",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3422
AchievementFrame_SetSearchPreviewSelection,selectedIndex,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3430
AcheivementFullSearchResultsButton_OnClick,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3465
AchievementFrame_ShowFullSearch,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3472
AchievementFrameSearch_InitButton,"button, result",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3485
AchievementFrame_UpdateFullSearchResults,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3510
AchievementFrame_SelectSearchItem,id,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3519
AchievementSearchPreviewButton_OnShow,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3528
AchievementSearchPreviewButton_OnLoad,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3532
AchievementSearchPreviewButton_OnEnter,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3543
AchievementSearchPreviewButton_OnClick,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3547
AchievementFrameShowAllSearchResults_OnEnter,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3556
AchievementFrame_UpdateSearch,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3560
AchievementFrameSummary_LocalizeButton,button,Blizzard_AchievementUI\Mainline\Localization.lua,48
AchievementButton_LocalizeMiniAchievement,frame,Blizzard_AchievementUI\Mainline\Localization.lua,57
AchievementButton_LocalizeProgressBar,frame,Blizzard_AchievementUI\Mainline\Localization.lua,61
AchievementButton_LocalizeMetaAchievement,frame,Blizzard_AchievementUI\Mainline\Localization.lua,65
AchievementFrame_LocalizeCriteria,frame,Blizzard_AchievementUI\Mainline\Localization.lua,69
AchievementCategoryButton_Localize,button,Blizzard_AchievementUI\Mainline\Localization.lua,94
AchievementButton_Localize,button,Blizzard_AchievementUI\Mainline\Localization.lua,73
AchievementComparisonButton_Localize,button,Blizzard_AchievementUI\Mainline\Localization.lua,85
localize,,Blizzard_AchievementUI\Mainline\Localization.lua,47
localizeFrames,,Blizzard_AchievementUI\Mainline\Localization.lua,100
ActionButtonUtil.ShowAllActionButtonGrids,,Blizzard_ActionBar\ActionButtonUtil.lua,56
ActionButtonUtil.HideAllActionButtonGrids,,Blizzard_ActionBar\ActionButtonUtil.lua,61
ActionButtonUtil.SetAllQuickKeybindButtonHighlights,show,Blizzard_ActionBar\ActionButtonUtil.lua,66
ActionButtonUtil.ShowAllQuickKeybindButtonHighlights,,Blizzard_ActionBar\ActionButtonUtil.lua,89
ActionButtonUtil.HideAllQuickKeybindButtonHighlights,,Blizzard_ActionBar\ActionButtonUtil.lua,93
ActionButtonUtil.GetPageForSlot,slot,Blizzard_ActionBar\ActionButtonUtil.lua,98
ActionButtonUtil.IsSpellOnAnyActiveActionBar,"spellID, excludeNonPlayerBars, excludeSpecialPlayerBars",Blizzard_ActionBar\ActionButtonUtil.lua,106
ActionButtonUtil.GetActionBarsForSpell,"spellID, excludeNonPlayerBars, excludeSpecialPlayerBars",Blizzard_ActionBar\ActionButtonUtil.lua,136
ActionButtonUtil.GetActionBarsForPetAction,actionID,Blizzard_ActionBar\ActionButtonUtil.lua,187
ActionButtonUtil.GetActionBarsForFlyout,actionID,Blizzard_ActionBar\ActionButtonUtil.lua,208
ActionButtonUtil.AddPlayerActionBarsContainingSlots,"slots, bars, excludeNonPlayerBars",Blizzard_ActionBar\ActionButtonUtil.lua,220
ActionButtonUtil.GetActionButtonBySpellID,"spellID, excludeNonPlayerBars, excludeSpecialPlayerBars",Blizzard_ActionBar\ActionButtonUtil.lua,288
ActionButtonUtil.GetActionBarStatusForSpell,"spellID, excludeNonPlayerBars, excludeSpecialPlayerBars",Blizzard_ActionBar\ActionButtonUtil.lua,340
ActionButtonUtil.GetActionBarStatusForPetAction,petActionID,Blizzard_ActionBar\ActionButtonUtil.lua,351
ActionButtonUtil.GetActionBarStatusForFlyout,flyoutActionID,Blizzard_ActionBar\ActionButtonUtil.lua,362
ActionButtonUtil.GetActionBarStatusFromBars,barsWithAction,Blizzard_ActionBar\ActionButtonUtil.lua,372
ExtraActionBar_OnLoad,self,Blizzard_ActionBar\Cata\ExtraActionBar.lua,3
ExtraActionBar_OnShow,self,Blizzard_ActionBar\Cata\ExtraActionBar.lua,13
ExtraActionBar_OnHide,self,Blizzard_ActionBar\Cata\ExtraActionBar.lua,21
ExtraActionBar_OnEvent,"self, event, ...",Blizzard_ActionBar\Cata\ExtraActionBar.lua,25
ExtraActionButtonKey,"id, isDown",Blizzard_ActionBar\Cata\ExtraActionBar.lua,38
OverrideMicroMenuPosition,"anchorTo, anchor, y, x, isStacked, relAnchor, parent",Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,17
UpdateMicroButtonsParent,parent,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,22
MoveMicroButtons,"anchorTo, anchor, y, x, isStacked, relAnchor",Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,28
UpdateMicroButtons,,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,40
AchievementMicroButton_OnLoad,,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,150
AchievementMicroButton_OnEvent,"..., event",Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,162
SafeSetCollectionJournalTab,tab,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,176
CollectionMicroButtonMixin:EvaluateAlertVisibility,,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,184
CollectionMicroButtonMixin:OnLoad,,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,205
CollectionMicroButtonMixin:OnEvent,"..., event",Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,216
CollectionsMicroButton_SetAlert,tabIndex,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,240
CollectionsMicroButton_SetAlertShown,shown,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,245
CollectionMicroButtonMixin:OnClick,"button, down",Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,253
EJMicroButtonMixin:OnLoad,,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,261
EJMicroButtonMixin:UpdateLastEvaluations,,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,274
EJMicroButtonMixin:OnShow,,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,288
EJMicroButtonMixin:OnEvent,"..., event",Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,292
EJMicroButtonMixin:OnClick,"button, down",Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,342
SpellFlyoutButtonMixin:OnLoad,,Blizzard_ActionBar\Cata\SpellFlyout.lua,9
SpellFlyoutButtonMixin:OnClick,button,Blizzard_ActionBar\Cata\SpellFlyout.lua,15
SpellFlyoutButtonMixin:OnEnter,,Blizzard_ActionBar\Cata\SpellFlyout.lua,41
SpellFlyoutButtonMixin:OnLeave,,Blizzard_ActionBar\Cata\SpellFlyout.lua,45
SpellFlyoutButtonMixin:OnDragStart,,Blizzard_ActionBar\Cata\SpellFlyout.lua,49
SpellFlyoutButtonMixin:SetTooltip,,Blizzard_ActionBar\Cata\SpellFlyout.lua,57
UpdateTooltip,self,Blizzard_ActionBar\Cata\SpellFlyout.lua,65
SpellFlyoutButtonMixin:UpdateCooldown,,Blizzard_ActionBar\Cata\SpellFlyout.lua,82
SpellFlyoutButtonMixin:UpdateState,,Blizzard_ActionBar\Cata\SpellFlyout.lua,86
SpellFlyoutButtonMixin:UpdateUsable,,Blizzard_ActionBar\Cata\SpellFlyout.lua,90
SpellFlyoutButtonMixin:UpdateCount,,Blizzard_ActionBar\Cata\SpellFlyout.lua,103
SpellFlyoutMixin:OnLoad,,Blizzard_ActionBar\Cata\SpellFlyout.lua,118
SpellFlyoutMixin:OnEvent,"..., event",Blizzard_ActionBar\Cata\SpellFlyout.lua,122
SpellFlyoutMixin:Toggle,"flyoutID, distance, isActionBar, showFullTooltip, specID, direction, flyoutButton, reason, parent",Blizzard_ActionBar\Cata\SpellFlyout.lua,174
SpellFlyoutMixin:OnShow,,Blizzard_ActionBar\Cata\SpellFlyout.lua,336
SpellFlyoutMixin:OnHide,,Blizzard_ActionBar\Cata\SpellFlyout.lua,353
SpellFlyoutMixin:SetBorderColor,"r, g, b",Blizzard_ActionBar\Cata\SpellFlyout.lua,373
ActionBarMixin:ActionBar_OnLoad,,Blizzard_ActionBar\Mainline\ActionBar.lua,3
